customer_id,signup_date,country,segment,email,marketing_consent,is_active
C00133,2025-10-20,PT,enterprise,user133@example.com,true,true
C00134,2025-02-27,GR,smb,user134@example.com,false,true
C00135,2025-09-23,GR,smb,user135@example.com,true,false
C00136,2025-10-04,IT,smb,user136@example.com,false,true
C00137,2025-11-21,PT,smb,user137@example.com,true,true
C00138,2025-10-25,FR,consumer,user138@example.com,true,true
C00139,2025-09-19,IT,smb,user139@example.com,true,true
C00140,2025-06-03,FR,consumer,user140@example.com,true,true
C00141,2025-09-02,PT,enterprise,user141@example.com,true,true
C00142,2025-01-24,ES,smb,user142@example.com,true,true
C00143,2025-03-02,PT,enterprise,user143@example.com,true,true
C00144,2025-06-24,PT,consumer,,true,true
C00145,2025-08-11,PT,enterprise,user145@example.com,true,true
C00146,2025-01-18,FR,enterprise,user146@example.com,true,true
C00147,2025-02-25,PT,smb,user147@example.com,true,false
C00148,2025-05-22,DE,mid_market,user148@example.com,true,false
C00149,2025-05-13,ES,enterprise,user149@example.com,true,true
C00150,2025-11-14,GR,consumer,user150@example.com,false,true
C00151,2025-04-12,ES,enterprise,user151@example.com,true,true
C00152,2025-09-08,IT,mid_market,,true,false
C00153,2025-07-03,PT,enterprise,,true,false
C00154,2025-08-15,FR,enterprise,user154@example.com,true,false
C00155,2025-12-08,DE,smb,user155@example.com,true,true
C00156,2025-02-23,ES,consumer,,true,true
C00157,2025-03-06,IT,enterprise,user157@example.com,true,false
C00158,2025-12-16,PT,mid_market,user158@example.com,true,true
C00159,2025-07-23,DE,consumer,,true,false
C00160,2025-05-27,ES,smb,user160@example.com,true,true
C00161,2025-10-07,GR,mid_market,user161@example.com,true,true
C00162,2025-02-14,DE,consumer,user162@example.com,true,true
C00163,2025-12-04,IT,enterprise,user163@example.com,true,true
C00164,2025-11-28,PT,smb,,true,true
C00165,2025-09-15,GR,mid_market,user165@example.com,true,true
C00166,2025-04-12,GR,smb,user166@example.com,true,true
C00167,2025-12-18,FR,consumer,,true,true
C00168,2025-05-06,PT,consumer,user168@example.com,true,true
C00169,2025-11-04,ES,smb,user169@example.com,false,true
C00170,2025-04-20,GR,consumer,user170@example.com,false,true
C00171,2025-04-01,ES,mid_market,,true,true
C00172,2025-06-08,IT,consumer,user172@example.com,false,false
C00173,2025-01-25,FR,mid_market,user173@example.com,false,true
C00174,2025-08-19,DE,mid_market,user174@example.com,true,true
C00175,2025-05-26,PT,mid_market,,true,true
C00176,2025-07-16,DE,consumer,user176@example.com,true,true
C00177,2025-04-01,IT,consumer,user177@example.com,false,true
C00178,2025-03-12,IT,smb,user178@example.com,true,true
C00179,2025-01-08,PT,mid_market,user179@example.com,true,true
C00180,2025-06-18,GR,smb,user180@example.com,false,true
C00181,2025-01-01,PT,enterprise,user181@example.com,true,true
C00182,2025-01-22,FR,mid_market,,true,true
C00183,2025-08-07,IT,mid_market,user183@example.com,true,true
C00184,2025-04-07,FR,smb,,true,true
C00185,2025-04-01,DE,consumer,user185@example.com,true,true
C00186,2025-10-23,IT,smb,user186@example.com,true,false
C00187,2025-04-25,GR,enterprise,user187@example.com,false,false
C00188,2025-02-24,ES,smb,user188@example.com,false,true
C00189,2025-05-28,FR,mid_market,,true,true
C00190,2025-01-18,DE,consumer,user190@example.com,true,true
C00191,2025-08-27,IT,smb,user191@example.com,false,true
C00192,2025-05-13,PT,mid_market,user192@example.com,true,false
C00193,2025-11-20,FR,consumer,user193@example.com,false,true
C00194,2025-04-01,ES,mid_market,user194@example.com,true,false
C00195,2025-10-11,PT,enterprise,user195@example.com,true,true
C00196,2025-10-14,FR,smb,user196@example.com,true,true
C00197,2025-07-10,PT,enterprise,user197@example.com,false,true
C00198,2025-06-14,GR,mid_market,user198@example.com,false,true
C00199,2025-01-02,IT,enterprise,user199@example.com,true,true
C00200,2025-04-10,FR,mid_market,user200@example.com,true,false
C00201,2025-06-03,IT,enterprise,user201@example.com,false,true
C00202,2025-07-17,DE,mid_market,user202@example.com,false,true
C00203,2025-03-03,PT,mid_market,user203@example.com,true,true
C00204,2025-12-22,FR,mid_market,user204@example.com,true,true
C00205,2025-07-04,IT,enterprise,,true,true
C00206,2025-03-04,ES,enterprise,user206@example.com,false,true
C00207,2025-10-08,IT,smb,user207@example.com,false,false
C00208,2025-02-09,IT,smb,,true,true
C00209,2025-03-23,IT,mid_market,user209@example.com,true,true
C00210,2025-06-06,FR,enterprise,user210@example.com,false,true
C00211,2025-12-14,FR,consumer,user211@example.com,false,true
C00212,2025-09-05,PT,enterprise,user212@example.com,false,true
C00213,2025-08-13,FR,consumer,user213@example.com,true,true
C00214,2025-11-20,DE,consumer,user214@example.com,true,true
C00215,2025-03-07,GR,consumer,user215@example.com,true,false
C00216,2025-10-22,IT,mid_market,,true,true
C00217,2025-02-19,FR,mid_market,user217@example.com,true,true
C00218,2025-01-24,GR,smb,user218@example.com,false,true
C00219,2025-07-15,DE,smb,user219@example.com,true,false
C00220,2025-12-19,GR,smb,user220@example.com,true,true
C00221,2025-08-06,GR,enterprise,user221@example.com,true,true
C00222,2025-10-07,ES,enterprise,user222@example.com,true,false
C00223,2025-10-07,ES,consumer,user223@example.com,true,true
C00224,2025-08-28,PT,consumer,user224@example.com,true,true
C00225,2025-03-20,FR,enterprise,,false,true
C00226,2025-05-26,GR,mid_market,,true,false
C00227,2025-01-15,GR,smb,user227@example.com,true,true
C00228,2025-08-23,FR,smb,user228@example.com,false,true
C00229,2025-12-22,PT,mid_market,user229@example.com,true,true
C00230,2025-06-08,DE,smb,user230@example.com,true,true
C00231,2025-06-15,ES,mid_market,user231@example.com,false,false
C00232,2025-08-02,PT,consumer,user232@example.com,true,true
C00233,2025-07-05,DE,mid_market,user233@example.com,true,true
C00234,2025-09-16,DE,enterprise,user234@example.com,true,false
C00235,2025-12-08,PT,mid_market,user235@example.com,false,false
C00236,2025-03-06,IT,smb,user236@example.com,true,true
C00237,2025-02-17,PT,mid_market,,false,true
C00238,2025-12-16,GR,enterprise,user238@example.com,false,true
C00239,2025-06-12,ES,consumer,user239@example.com,false,true
C00240,2025-01-18,IT,consumer,,false,true
C00241,2025-04-10,PT,consumer,user241@example.com,false,false
C00242,2025-03-04,ES,smb,user242@example.com,true,true
C00243,2025-07-13,FR,enterprise,user243@example.com,true,true
C00244,2025-02-11,PT,mid_market,user244@example.com,false,true
C00245,2025-11-05,IT,consumer,user245@example.com,true,true
C00246,2025-07-04,GR,enterprise,user246@example.com,true,true
C00247,2025-02-03,DE,consumer,user247@example.com,true,true
C00248,2025-11-22,PT,enterprise,user248@example.com,false,true
C00249,2025-09-24,GR,mid_market,user249@example.com,true,false
C00250,2025-02-27,GR,smb,user250@example.com,true,true
C00251,2025-06-17,FR,smb,,true,true
C00252,2025-03-10,IT,consumer,user252@example.com,true,false
C00253,2025-03-11,IT,smb,user253@example.com,false,true
C00254,2025-05-27,ES,consumer,user254@example.com,true,true
C00255,2025-03-26,DE,enterprise,user255@example.com,false,false
C00256,2025-09-10,DE,consumer,user256@example.com,true,true
C00257,2025-04-25,IT,enterprise,user257@example.com,false,false
C00258,2025-09-23,DE,consumer,user258@example.com,false,true
C00259,2025-07-07,PT,smb,,true,true
C00260,2025-05-27,ES,enterprise,user260@example.com,false,true
C00261,2025-10-26,DE,consumer,user261@example.com,true,true
C00262,2025-07-06,IT,smb,user262@example.com,true,true
C00263,2025-07-13,DE,mid_market,user263@example.com,false,true
C00264,2025-04-13,GR,enterprise,user264@example.com,true,true
C00265,2025-01-01,GR,enterprise,,true,true
C00266,2025-10-06,GR,smb,,true,true
C00267,2025-05-08,IT,consumer,user267@example.com,false,true
C00268,2025-11-05,IT,smb,user268@example.com,true,false
C00269,2025-06-19,DE,smb,user269@example.com,true,true
C00270,2025-07-20,GR,smb,user270@example.com,true,false
C00271,2025-04-07,FR,consumer,user271@example.com,true,true
C00272,2025-01-16,PT,mid_market,user272@example.com,true,true
C00273,2025-03-01,ES,mid_market,user273@example.com,true,false
C00274,2025-08-19,ES,consumer,user274@example.com,true,true
C00275,2025-06-02,GR,consumer,user275@example.com,true,false
C00276,2025-01-28,DE,smb,user276@example.com,true,true
C00277,2025-06-27,DE,mid_market,user277@example.com,true,true
C00278,2025-05-09,IT,enterprise,user278@example.com,true,false
C00279,2025-03-23,FR,enterprise,user279@example.com,false,false
C00280,2025-03-13,GR,consumer,user280@example.com,true,true
C00281,2025-06-15,PT,enterprise,user281@example.com,true,true
C00282,2025-12-03,FR,smb,,false,true
C00283,2025-07-09,PT,mid_market,user283@example.com,true,true
C00284,2025-12-14,GR,mid_market,user284@example.com,true,true
C00285,2025-01-12,IT,smb,user285@example.com,true,true
C00286,2025-06-24,DE,consumer,user286@example.com,false,true
C00287,2025-08-26,IT,consumer,user287@example.com,true,true
C00288,2025-07-04,ES,mid_market,user288@example.com,true,true
C00289,2025-06-02,GR,mid_market,,true,false
C00290,2025-05-18,IT,smb,user290@example.com,false,true
C00291,2025-12-17,ES,enterprise,user291@example.com,true,true
C00292,2025-01-13,GR,enterprise,,true,true
C00293,2025-01-25,PT,enterprise,user293@example.com,true,true
C00294,2025-05-21,GR,enterprise,,true,false
C00295,2025-08-02,GR,consumer,user295@example.com,true,true
C00296,2025-08-17,FR,mid_market,user296@example.com,true,true
C00297,2025-04-06,FR,mid_market,user297@example.com,true,false
C00298,2025-11-25,ES,smb,user298@example.com,true,true
C00299,2025-05-19,FR,smb,user299@example.com,true,true
C00300,2025-04-19,DE,mid_market,user300@example.com,true,false
C00301,2025-11-21,FR,enterprise,user301@example.com,true,true
C00302,2025-12-03,DE,enterprise,user302@example.com,true,true
C00303,2025-02-28,FR,consumer,user303@example.com,true,true
C00304,2025-02-07,DE,mid_market,user304@example.com,true,true
C00305,2025-11-17,PT,enterprise,user305@example.com,false,true
C00306,2025-10-22,DE,enterprise,,true,false
C00307,2025-07-26,DE,enterprise,user307@example.com,true,true
C00308,2025-08-05,DE,mid_market,,true,true
C00309,2025-10-16,ES,consumer,user309@example.com,false,true
C00310,2025-09-09,FR,smb,user310@example.com,false,true
C00311,2025-08-04,DE,enterprise,user311@example.com,true,false
C00312,2025-07-05,GR,enterprise,user312@example.com,true,true
C00313,2025-09-28,ES,enterprise,user313@example.com,true,true
C00314,2025-05-18,IT,mid_market,user314@example.com,true,true
C00315,2025-07-13,PT,smb,user315@example.com,true,true
C00316,2025-07-16,PT,consumer,user316@example.com,true,true
C00317,2025-12-03,FR,smb,user317@example.com,true,true
C00318,2025-11-13,GR,smb,user318@example.com,true,true
C00319,2025-11-13,FR,smb,user319@example.com,true,true
C00320,2025-07-14,GR,smb,user320@example.com,false,true
C00321,2025-03-17,DE,smb,user321@example.com,false,true
C00322,2025-10-12,ES,mid_market,user322@example.com,false,true
C00323,2025-10-25,ES,mid_market,user323@example.com,true,true
C00324,2025-09-07,ES,smb,,true,false
C00325,2025-06-08,DE,consumer,user325@example.com,true,true
C00326,2025-06-15,IT,enterprise,user326@example.com,false,true
C00327,2025-12-16,PT,enterprise,user327@example.com,false,true
C00328,2025-09-04,FR,enterprise,user328@example.com,true,true
C00329,2025-05-21,IT,enterprise,user329@example.com,true,true
C00330,2025-04-19,ES,enterprise,,true,true
C00331,2025-05-04,PT,mid_market,user331@example.com,true,true
C00332,2025-01-22,ES,consumer,user332@example.com,true,true
C00333,2025-11-26,GR,enterprise,user333@example.com,true,true
C00334,2025-01-08,DE,mid_market,,false,true
C00335,2025-04-05,ES,mid_market,user335@example.com,true,true
C00336,2025-01-23,ES,consumer,user336@example.com,true,true
C00337,2025-09-23,PT,consumer,user337@example.com,true,true
C00338,2025-03-05,GR,consumer,user338@example.com,false,true
C00339,2025-01-06,ES,enterprise,user339@example.com,true,true
C00340,2025-04-24,FR,consumer,user340@example.com,false,true
C00341,2025-12-04,IT,enterprise,user341@example.com,true,true
C00342,2025-02-20,IT,consumer,user342@example.com,true,true
C00343,2025-02-16,GR,enterprise,,true,true
C00344,2025-03-23,PT,enterprise,user344@example.com,false,true
C00345,2025-07-03,PT,smb,user345@example.com,true,true
C00346,2025-08-08,GR,mid_market,,true,true
C00347,2025-03-17,DE,enterprise,user347@example.com,true,true
C00348,2025-07-17,GR,enterprise,user348@example.com,true,true
C00349,2025-02-01,FR,mid_market,user349@example.com,false,true
C00350,2025-05-12,FR,consumer,,false,true
C00351,2025-05-12,GR,consumer,user351@example.com,true,true
C00352,2025-09-24,ES,smb,user352@example.com,true,true
C00353,2025-11-17,FR,smb,user353@example.com,true,false
C00354,2025-05-23,DE,mid_market,user354@example.com,true,true
C00355,2025-08-02,DE,consumer,,true,true
C00356,2025-02-10,PT,smb,,false,true
C00357,2025-11-01,IT,consumer,user357@example.com,false,false
C00358,2025-03-05,ES,enterprise,user358@example.com,true,true
C00359,2025-05-10,PT,smb,,true,true
C00360,2025-02-20,PT,consumer,user360@example.com,true,true
C00361,2025-04-24,IT,consumer,user361@example.com,true,true
C00362,2025-08-05,DE,enterprise,user362@example.com,false,true
C00363,2025-11-18,DE,enterprise,user363@example.com,true,true
C00364,2025-07-17,DE,enterprise,user364@example.com,true,true
C00365,2025-06-22,IT,enterprise,user365@example.com,true,true
C00366,2025-03-27,GR,consumer,user366@example.com,false,true
C00367,2025-03-05,FR,smb,user367@example.com,false,true
C00368,2025-11-01,ES,mid_market,user368@example.com,true,true
C00369,2025-07-15,DE,smb,user369@example.com,false,true
C00370,2025-01-25,GR,mid_market,user370@example.com,true,false
C00371,2025-05-19,PT,mid_market,user371@example.com,false,true
C00372,2025-11-05,GR,enterprise,,true,true
C00373,2025-01-01,FR,consumer,user373@example.com,true,false
C00374,2025-12-25,DE,mid_market,user374@example.com,true,false
C00375,2025-06-23,FR,mid_market,user375@example.com,true,true
C00376,2025-08-12,DE,consumer,user376@example.com,true,false
C00377,2025-05-11,FR,enterprise,user377@example.com,true,true
C00378,2025-06-23,GR,smb,user378@example.com,true,true
C00379,2025-11-17,FR,enterprise,user379@example.com,true,true
C00380,2025-10-10,GR,mid_market,,true,true
C00381,2025-08-25,ES,smb,user381@example.com,false,false
C00382,2025-02-07,FR,smb,user382@example.com,false,true
C00383,2025-10-11,IT,smb,,false,true
C00384,2025-06-27,IT,mid_market,user384@example.com,true,true
C00385,2025-03-02,DE,enterprise,user385@example.com,true,true
C00386,2025-09-09,DE,smb,,true,true
C00387,2025-04-13,DE,enterprise,user387@example.com,true,true
C00388,2025-06-15,FR,smb,user388@example.com,true,false
C00389,2025-05-03,GR,enterprise,user389@example.com,true,true
C00390,2025-01-24,FR,enterprise,user390@example.com,false,true
C00391,2025-04-25,IT,smb,user391@example.com,true,true
C00392,2025-11-04,FR,consumer,user392@example.com,true,true
C00393,2025-11-02,FR,smb,user393@example.com,false,true
C00394,2025-03-03,ES,mid_market,user394@example.com,true,false
C00395,2025-03-17,PT,mid_market,user395@example.com,false,true
C00396,2025-02-13,FR,consumer,user396@example.com,true,true
C00397,2025-12-12,GR,consumer,user397@example.com,false,false
C00398,2025-10-07,FR,mid_market,user398@example.com,false,false
C00399,2025-10-13,GR,mid_market,,false,false
C00400,2025-02-14,GR,mid_market,user400@example.com,true,true
C00401,2025-11-10,DE,mid_market,user401@example.com,true,true
C00402,2025-11-22,GR,consumer,user402@example.com,true,true
C00403,2025-03-10,PT,enterprise,,true,true
C00404,2025-10-21,FR,consumer,user404@example.com,true,true
C00405,2025-02-22,DE,enterprise,,true,true
C00406,2025-05-05,PT,enterprise,user406@example.com,true,true
C00407,2025-09-09,ES,mid_market,,true,true
C00408,2025-07-11,DE,enterprise,user408@example.com,true,true
C00409,2025-02-07,IT,mid_market,user409@example.com,false,true
C00410,2025-01-22,DE,consumer,user410@example.com,true,true
C00411,2025-09-05,FR,mid_market,user411@example.com,true,true
C00412,2025-08-11,FR,enterprise,user412@example.com,true,true
C00413,2025-11-26,ES,mid_market,,true,true
C00414,2025-04-01,DE,smb,user414@example.com,true,true
C00415,2025-04-28,ES,consumer,user415@example.com,true,true
C00416,2025-04-19,PT,smb,user416@example.com,false,true
C00417,2025-01-25,IT,enterprise,user417@example.com,true,true
C00418,2025-09-25,ES,enterprise,user418@example.com,true,true
C00419,2025-08-18,ES,enterprise,user419@example.com,false,true
C00420,2025-02-08,ES,enterprise,user420@example.com,true,true
C00421,2025-01-18,ES,consumer,user421@example.com,true,true
C00422,2025-12-03,GR,enterprise,,true,true
C00423,2025-07-04,PT,mid_market,,true,true
C00424,2025-10-27,PT,mid_market,user424@example.com,true,true
C00425,2025-01-20,GR,mid_market,user425@example.com,false,true
C00426,2025-07-25,DE,mid_market,user426@example.com,true,true
C00427,2025-04-17,DE,mid_market,user427@example.com,true,false
C00428,2025-01-22,GR,mid_market,user428@example.com,true,true
C00429,2025-10-26,FR,enterprise,user429@example.com,false,true
C00430,2025-08-14,PT,smb,user430@example.com,true,false
C00431,2025-04-24,FR,smb,user431@example.com,true,false
C00432,2025-10-24,PT,consumer,user432@example.com,false,true
C00433,2025-10-03,PT,consumer,user433@example.com,false,true
C00434,2025-07-12,DE,enterprise,user434@example.com,false,true
C00435,2025-11-08,DE,enterprise,user435@example.com,true,true
C00436,2025-09-01,DE,consumer,user436@example.com,true,false
C00437,2025-04-05,ES,smb,user437@example.com,true,true
C00438,2025-11-10,IT,smb,user438@example.com,false,true
C00439,2025-08-17,GR,mid_market,user439@example.com,true,true
C00440,2025-04-08,DE,enterprise,user440@example.com,true,true
C00441,2025-02-19,IT,mid_market,user441@example.com,true,true
C00442,2025-01-09,GR,consumer,user442@example.com,true,true
C00443,2025-10-05,IT,mid_market,user443@example.com,true,true
C00444,2025-12-28,DE,smb,user444@example.com,true,true
C00445,2025-02-19,IT,consumer,user445@example.com,true,false
C00446,2025-05-09,DE,enterprise,user446@example.com,true,false
C00447,2025-09-06,GR,enterprise,user447@example.com,true,false
C00448,2025-08-12,GR,consumer,,true,false
C00449,2025-09-15,ES,consumer,user449@example.com,true,true
C00450,2025-06-14,ES,enterprise,user450@example.com,true,true
C00451,2025-11-08,IT,enterprise,user451@example.com,false,true
C00452,2025-04-17,PT,mid_market,user452@example.com,false,true
C00453,2025-07-13,GR,smb,user453@example.com,true,true
C00454,2025-12-02,IT,consumer,user454@example.com,false,true
C00455,2025-08-27,IT,consumer,user455@example.com,true,true
C00456,2025-05-11,GR,mid_market,user456@example.com,true,true
C00457,2025-02-26,FR,consumer,,true,true
C00458,2025-07-22,PT,consumer,user458@example.com,true,false
C00459,2025-05-07,ES,smb,user459@example.com,false,false
C00460,2025-10-09,IT,mid_market,user460@example.com,true,true
C00461,2025-04-21,PT,consumer,user461@example.com,false,true
C00462,2025-08-14,FR,smb,,true,true
C00463,2025-09-23,GR,consumer,user463@example.com,true,true
C00464,2025-11-21,PT,consumer,user464@example.com,true,true
C00465,2025-10-25,ES,smb,user465@example.com,true,false
C00466,2025-06-02,PT,smb,user466@example.com,false,true
C00467,2025-10-08,DE,smb,user467@example.com,true,true
C00468,2025-05-05,GR,enterprise,user468@example.com,false,true
C00469,2025-03-14,FR,enterprise,user469@example.com,true,false
C00470,2025-07-05,FR,enterprise,user470@example.com,true,true
C00471,2025-06-09,FR,mid_market,user471@example.com,true,true
C00472,2025-11-05,PT,consumer,user472@example.com,true,true
C00473,2025-07-03,PT,smb,user473@example.com,true,true
C00474,2025-01-08,ES,consumer,user474@example.com,false,true
C00475,2025-04-20,ES,enterprise,,true,false
C00476,2025-03-20,DE,smb,,true,false
C00477,2025-08-01,PT,enterprise,user477@example.com,true,true
C00478,2025-09-04,ES,mid_market,user478@example.com,true,true
C00479,2025-03-16,IT,enterprise,user479@example.com,true,true
C00480,2025-09-25,PT,smb,user480@example.com,true,true
C00481,2025-02-01,ES,mid_market,user481@example.com,false,true
C00482,2025-09-01,ES,smb,user482@example.com,false,true
C00483,2025-07-13,IT,consumer,user483@example.com,true,false
C00484,2025-09-07,ES,enterprise,user484@example.com,false,false
C00485,2025-04-04,IT,consumer,user485@example.com,false,true
C00486,2025-01-01,FR,consumer,user486@example.com,true,true
C00487,2025-03-12,PT,consumer,user487@example.com,true,true
C00488,2025-12-12,PT,mid_market,user488@example.com,false,true
C00489,2025-06-14,ES,enterprise,user489@example.com,true,true
C00490,2025-04-16,DE,mid_market,user490@example.com,false,false
C00491,2025-09-06,PT,mid_market,user491@example.com,true,true
